provider_id,name,city,state,latitude,longitude,specialty,secondary_specialty,specialty_category,experience_years,service_cost,wait_time_days,patient_rating,risk_rate,certified,background_check_passed,network_type,capacity,telehealth_available,hospital_affiliation,CMS_quality_score,region,target,keep_prob
P03782,Provider_3782,City_182,GA,32.2156,-82.8501,Psychiatry,Dermatology,Specialty Care,36,250,29,1.67,0.65,True,False,In-network,486,False,Hospital_82,4.38,East,1,0.9998802
P03783,Provider_3783,City_183,AZ,34.1489,-110.9937,Neurology,Urology,Specialty Care,29,450,30,2.37,0.97,True,True,In-network,401,True,Hospital_83,2.76,South,0,0.0076750354
P03784,Provider_3784,City_184,WA,47.9011,-120.5901,Endocrinology,Dermatology,Specialty Care,15,400,25,2.23,0.67,False,False,In-network,180,True,Hospital_84,1.91,East,1,0.99956197
P03785,Provider_3785,City_185,IL,40.8331,-89.1985,Psychiatry,Cardiology,Specialty Care,15,250,29,4.38,0.33,False,True,Out-of-network,500,True,Hospital_85,3.56,South,1,0.9998517
P03786,Provider_3786,City_186,FL,28.2444,-81.5103,Cardiology,Gastroenterology,Specialty Care,17,500,41,4.39,0.42,False,True,Out-of-network,498,True,Hospital_86,3.77,South,1,0.9988501
P03787,Provider_3787,City_187,GA,32.4656,-82.6001,Psychiatry,General Practice,Specialty Care,28,250,11,4.77,0.72,True,False,In-network,270,False,Hospital_87,1.45,East,1,0.9995641
P03788,Provider_3788,City_188,NC,36.1096,-78.6693,Gastroenterology,General Practice,Specialty Care,39,420,60,2.91,0.74,True,False,Out-of-network,281,True,Hospital_88,4.98,South,1,0.9998889
P03789,Provider_3789,City_189,NC,36.1596,-78.6193,Orthopedics,Orthopedics,Surgical,8,400,50,3.38,0.62,False,False,Out-of-network,259,False,Hospital_89,2.14,South,1,0.9995641
P03790,Provider_3790,City_190,NY,43.7494,-73.7679,Orthopedics,Ophthalmology,Surgical,22,400,47,4.38,0.86,True,False,Out-of-network,435,True,Hospital_90,3.41,North,1,0.9998808
P03791,Provider_3791,City_191,CO,39.5501,-105.7821,Urology,Gastroenterology,Specialty Care,6,380,60,4.46,0.24,True,True,Out-of-network,239,False,Hospital_91,1.27,South,1,0.999458
P03792,Provider_3792,City_192,AZ,34.0989,-111.0437,Ophthalmology,Orthopedics,Specialty Care,3,180,21,1.3,0.1,False,True,In-network,117,True,Hospital_92,4.01,East,1,0.9998615
P03793,Provider_3793,City_193,NY,43.3994,-74.1179,Pediatrics,Orthopedics,Primary Care,21,150,10,3.66,0.08,False,False,In-network,254,True,Hospital_93,4.84,South,1,0.9998622
P03794,Provider_3794,City_194,PA,41.3533,-77.0445,Urology,Orthopedics,Specialty Care,33,380,51,3.53,0.31,True,True,Out-of-network,455,False,Hospital_94,1.01,East,1,0.9994167
P03795,Provider_3795,City_195,PA,41.4033,-76.9945,Urology,General Practice,Specialty Care,2,380,29,2.78,0.22,False,True,In-network,497,False,Hospital_95,2.34,East,1,0.9994137
P03796,Provider_3796,City_196,WA,48.0011,-120.4901,Endocrinology,Cardiology,Specialty Care,21,400,18,2.75,0.76,False,False,Out-of-network,375,True,Hospital_96,3.56,South,1,0.9998802
P03797,Provider_3797,City_197,FL,28.2944,-81.4603,Cardiology,Psychiatry,Specialty Care,26,500,20,2.65,0.62,False,False,Out-of-network,76,False,Hospital_97,4.19,North,1,0.9991364
P03798,Provider_3798,City_198,NV,39.1526,-116.0694,Gastroenterology,Pediatrics,Specialty Care,22,420,18,4.55,0.69,True,False,In-network,175,True,Hospital_98,4.4,South,1,0.99988925
P03799,Provider_3799,City_199,PA,41.6033,-76.7945,Neurology,General Practice,Specialty Care,3,450,59,3.32,0.49,True,False,In-network,315,False,Hospital_99,3.62,North,1,0.9990753
P03800,Provider_3800,City_200,NY,43.7494,-73.7679,Ophthalmology,Urology,Specialty Care,30,180,5,2.75,0.41,False,True,In-network,274,False,Hospital_100,2.87,West,1,0.9997483
P03801,Provider_3801,City_1,GA,32.1656,-82.9001,Dermatology,Urology,Specialty Care,15,200,39,4.48,0.55,True,True,Out-of-network,249,False,Hospital_1,2.63,North,1,0.99970335
P03802,Provider_3802,City_2,NV,38.8526,-116.3694,Pediatrics,Pediatrics,Primary Care,15,150,16,1.98,0.53,False,True,Out-of-network,319,True,Hospital_2,2.31,East,1,0.99952865
P03803,Provider_3803,City_3,OH,40.5173,-82.8071,Gastroenterology,Psychiatry,Specialty Care,12,420,30,3.33,0.68,True,False,In-network,177,False,Hospital_3,1.3,South,1,0.9995641
P03804,Provider_3804,City_4,WA,47.9011,-120.5901,Cardiology,Orthopedics,Specialty Care,5,500,34,3.09,0.48,False,True,Out-of-network,128,False,Hospital_4,4.46,West,1,0.9991406
P03805,Provider_3805,City_5,PA,41.4033,-76.9945,Cardiology,Dermatology,Specialty Care,31,500,29,3.8,0.96,False,False,Out-of-network,281,False,Hospital_5,4.11,South,1,0.99914265
P03806,Provider_3806,City_6,FL,28.2444,-81.5103,ENT,Orthopedics,Specialty Care,5,220,34,3.75,0.18,False,True,In-network,56,False,Hospital_6,2.28,West,1,0.999458
P03807,Provider_3807,City_7,NC,36.0596,-78.7193,Endocrinology,Ophthalmology,Specialty Care,25,400,47,4.12,0.63,False,True,Out-of-network,189,True,Hospital_7,1.56,South,1,0.9995641
P03808,Provider_3808,City_8,GA,32.5156,-82.5501,Orthopedics,Gastroenterology,Surgical,39,400,9,2.3,0.39,True,False,In-network,285,False,Hospital_8,2.16,East,1,0.9994137
P03809,Provider_3809,City_9,CA,37.1783,-119.0179,Neurology,General Practice,Specialty Care,2,450,13,2.54,0.59,False,True,In-network,463,False,Hospital_9,4.63,West,1,0.9990707
P03810,Provider_3810,City_10,WA,48.2011,-120.2901,Ophthalmology,Ophthalmology,Specialty Care,11,180,24,3.04,0.21,False,True,In-network,50,False,Hospital_10,3.95,South,1,0.9998652
P03811,Provider_3811,City_11,NV,38.8026,-116.4194,Psychiatry,General Practice,Specialty Care,16,250,59,4.51,0.82,True,False,Out-of-network,490,True,Hospital_11,3.84,East,1,0.9998808
P03812,Provider_3812,City_12,GA,32.2156,-82.8501,Cardiology,Orthopedics,Specialty Care,27,500,53,2.2,0.55,True,True,In-network,405,True,Hospital_12,2.56,East,0,0.0038621638
P03813,Provider_3813,City_13,PA,41.3033,-77.0945,ENT,Gastroenterology,Specialty Care,3,220,25,1.98,0.32,False,True,In-network,283,True,Hospital_13,4.35,South,1,0.99985313
P03814,Provider_3814,City_14,FL,28.1444,-81.6103,Psychiatry,ENT,Specialty Care,15,250,8,4.8,0.78,False,False,In-network,459,True,Hospital_14,4.3,South,1,0.9998808
P03815,Provider_3815,City_15,OH,40.6173,-82.7071,Ophthalmology,Pediatrics,Specialty Care,40,180,30,3.67,0.01,True,False,In-network,219,True,Hospital_15,1.38,South,1,0.999458
P03816,Provider_3816,City_16,GA,32.4156,-82.6501,Cardiology,Urology,Specialty Care,16,500,15,2.58,0.08,False,True,In-network,457,True,Hospital_16,3.32,West,1,0.99884427
P03817,Provider_3817,City_17,NV,39.1026,-116.1194,Dermatology,Psychiatry,Specialty Care,37,200,50,2.97,1.0,False,True,Out-of-network,361,True,Hospital_17,4.7,East,1,0.9998802
P03818,Provider_3818,City_18,NV,39.1526,-116.0694,General Practice,General Practice,Primary Care,9,100,6,2.24,0.03,False,True,Out-of-network,305,True,Hospital_18,2.37,North,1,0.9994137
P03819,Provider_3819,City_19,GA,32.5656,-82.5001,ENT,Dermatology,Specialty Care,18,220,26,2.44,0.03,False,True,In-network,167,True,Hospital_19,1.67,West,1,0.99945515
P03820,Provider_3820,City_20,GA,32.6156,-82.4501,General Practice,Dermatology,Primary Care,19,100,24,4.73,0.08,True,True,In-network,440,True,Hospital_20,3.31,East,1,0.9998517
P03821,Provider_3821,City_21,AZ,34.0489,-111.0937,ENT,Cardiology,Specialty Care,6,220,39,2.5,0.0,True,False,In-network,283,False,Hospital_21,1.17,South,1,0.99942243
P03822,Provider_3822,City_22,NC,35.8096,-78.9693,Ophthalmology,Dermatology,Specialty Care,28,180,18,1.82,0.18,True,True,In-network,452,False,Hospital_22,4.63,North,1,0.999851
P03823,Provider_3823,City_23,PA,41.3033,-77.0945,Neurology,Orthopedics,Specialty Care,5,450,56,4.3,0.63,False,False,In-network,435,True,Hospital_23,4.94,South,1,0.9990753
P03824,Provider_3824,City_24,PA,41.3533,-77.0445,Orthopedics,Orthopedics,Surgical,1,400,59,4.99,0.58,True,False,Out-of-network,432,False,Hospital_24,4.59,West,1,0.9998808
P03825,Provider_3825,City_25,TX,32.1686,-99.7018,Psychiatry,Urology,Specialty Care,26,250,51,4.67,0.05,False,True,In-network,447,True,Hospital_25,4.21,East,1,0.9998517
P03826,Provider_3826,City_26,PA,41.4533,-76.9445,Orthopedics,ENT,Surgical,26,400,60,4.59,0.4,True,True,In-network,266,False,Hospital_26,4.87,South,1,0.9998622
P03827,Provider_3827,City_27,MI,44.6148,-85.3024,Orthopedics,Dermatology,Surgical,2,400,41,1.83,0.15,False,True,In-network,399,True,Hospital_27,4.23,North,1,0.999851
P03828,Provider_3828,City_28,TX,32.3186,-99.5518,Neurology,Ophthalmology,Specialty Care,27,450,11,1.9,0.77,False,False,Out-of-network,463,True,Hospital_28,3.13,East,1,0.9990707
P03829,Provider_3829,City_29,TX,32.3686,-99.5018,Urology,Gastroenterology,Specialty Care,22,380,8,4.91,0.79,False,True,In-network,231,False,Hospital_29,4.84,South,1,0.99988925
P03830,Provider_3830,City_30,PA,41.6533,-76.7445,Dermatology,Pediatrics,Specialty Care,26,200,21,3.88,0.78,False,False,Out-of-network,300,False,Hospital_30,2.15,West,1,0.99953103
P03831,Provider_3831,City_31,CO,39.5501,-105.7821,Dermatology,Urology,Specialty Care,32,200,5,3.76,0.24,False,True,Out-of-network,341,True,Hospital_31,2.54,East,1,0.9994167
P03832,Provider_3832,City_32,MA,42.4572,-71.3324,Endocrinology,ENT,Specialty Care,23,400,42,2.97,0.85,False,False,Out-of-network,240,False,Hospital_32,2.95,West,1,0.9998276
P03833,Provider_3833,City_33,OH,40.5173,-82.8071,Cardiology,Gastroenterology,Specialty Care,17,500,22,1.37,0.61,False,True,In-network,119,True,Hospital_33,1.86,North,0,0.0028312707
P03834,Provider_3834,City_34,IL,40.7831,-89.2485,Pediatrics,ENT,Primary Care,2,150,32,3.11,0.44,True,False,In-network,53,False,Hospital_34,4.33,South,1,0.9998622
P03835,Provider_3835,City_35,CO,39.7501,-105.5821,Gastroenterology,Pediatrics,Specialty Care,34,420,59,1.4,0.87,True,False,In-network,283,True,Hospital_35,3.92,South,1,0.999882
P03836,Provider_3836,City_36,TX,32.2186,-99.6518,Psychiatry,Cardiology,Specialty Care,29,250,40,1.4,0.58,True,True,Out-of-network,62,True,Hospital_36,1.64,North,1,0.99956197
P03837,Provider_3837,City_37,PA,41.5033,-76.8945,General Practice,Orthopedics,Primary Care,40,100,32,1.64,0.76,True,False,Out-of-network,244,True,Hospital_37,4.0,North,1,0.99988866
P03838,Provider_3838,City_38,MA,42.7572,-71.0324,Psychiatry,Endocrinology,Specialty Care,23,250,20,4.68,0.8,True,True,In-network,362,True,Hospital_38,2.33,West,1,0.99953103
P03839,Provider_3839,City_39,MA,42.8072,-70.9824,Psychiatry,ENT,Specialty Care,39,250,15,3.76,0.39,False,False,Out-of-network,238,False,Hospital_39,3.72,North,1,0.9998622
P03840,Provider_3840,City_40,MI,44.7648,-85.1524,Orthopedics,ENT,Surgical,8,400,52,2.6,0.48,False,False,In-network,412,True,Hospital_40,2.58,North,1,0.9996792
P03841,Provider_3841,City_41,NY,43.2994,-74.2179,Ophthalmology,Pediatrics,Specialty Care,9,180,44,3.21,0.53,False,True,In-network,178,True,Hospital_41,3.48,South,1,0.99988925
P03842,Provider_3842,City_42,FL,28.0444,-81.7103,Dermatology,Urology,Specialty Care,19,200,11,4.07,0.4,False,True,Out-of-network,258,False,Hospital_42,1.3,East,1,0.999458
P03843,Provider_3843,City_43,CO,39.6501,-105.6821,Psychiatry,Orthopedics,Specialty Care,30,250,34,4.09,0.7,False,False,In-network,330,False,Hospital_43,2.88,South,1,0.99978274
P03844,Provider_3844,City_44,CO,39.7001,-105.6321,ENT,Cardiology,Specialty Care,3,220,22,4.39,0.82,False,True,In-network,216,True,Hospital_44,1.24,North,1,0.9995641
P03845,Provider_3845,City_45,AZ,34.2489,-110.8937,Neurology,Endocrinology,Specialty Care,32,450,32,4.94,0.43,False,False,In-network,181,True,Hospital_45,3.55,West,1,0.99893135
P03846,Provider_3846,City_46,TX,32.2186,-99.6518,ENT,Psychiatry,Specialty Care,32,220,49,5.0,0.62,True,False,In-network,178,True,Hospital_46,2.11,West,1,0.9995641
P03847,Provider_3847,City_47,CO,39.8501,-105.4821,ENT,Orthopedics,Specialty Care,37,220,40,3.82,0.81,False,False,In-network,382,False,Hospital_47,3.75,South,1,0.9998808
P03848,Provider_3848,City_48,GA,32.5156,-82.5501,Endocrinology,Urology,Specialty Care,6,400,30,3.83,0.82,False,False,Out-of-network,448,False,Hospital_48,3.37,East,1,0.9998808
P03849,Provider_3849,City_49,TX,32.3686,-99.5018,Ophthalmology,Psychiatry,Specialty Care,9,180,35,4.38,0.16,True,False,In-network,270,True,Hospital_49,3.68,North,1,0.9998622
P03850,Provider_3850,City_50,MI,44.7648,-85.1524,Dermatology,Ophthalmology,Specialty Care,38,200,53,4.56,0.81,True,False,In-network,256,True,Hospital_50,2.66,North,1,0.99970335
P03851,Provider_3851,City_51,NY,43.2994,-74.2179,General Practice,Pediatrics,Primary Care,34,100,6,2.76,0.13,False,False,Out-of-network,223,True,Hospital_51,3.06,East,1,0.9998615
P03852,Provider_3852,City_52,GA,32.2156,-82.8501,Orthopedics,Endocrinology,Surgical,37,400,15,4.36,0.5,False,False,In-network,320,False,Hospital_52,1.39,South,1,0.99953103
P03853,Provider_3853,City_53,NV,38.9026,-116.3194,Gastroenterology,Neurology,Specialty Care,3,420,17,4.68,0.76,False,False,In-network,209,False,Hospital_53,1.85,North,1,0.9995641
P03854,Provider_3854,City_54,OH,40.5673,-82.7571,Dermatology,Cardiology,Specialty Care,13,200,8,2.03,0.7,True,True,Out-of-network,326,True,Hospital_54,3.16,North,1,0.9998802
P03855,Provider_3855,City_55,MI,44.5148,-85.4024,General Practice,Orthopedics,Primary Care,33,100,24,1.12,0.23,True,True,In-network,433,False,Hospital_55,3.17,North,1,0.999851
P03856,Provider_3856,City_56,NY,43.5494,-73.9679,ENT,Urology,Specialty Care,18,220,25,3.06,0.27,True,False,Out-of-network,126,False,Hospital_56,3.79,West,1,0.9998622
P03857,Provider_3857,City_57,GA,32.4656,-82.6001,Gastroenterology,Psychiatry,Specialty Care,3,420,27,1.25,0.47,True,False,Out-of-network,213,True,Hospital_57,3.46,West,1,0.9998615
P03858,Provider_3858,City_58,GA,32.5156,-82.5501,Pediatrics,Gastroenterology,Primary Care,2,150,30,1.51,0.25,False,False,In-network,228,True,Hospital_58,3.44,North,1,0.9998615
P03859,Provider_3859,City_59,CO,39.9501,-105.3821,Ophthalmology,General Practice,Specialty Care,7,180,43,4.44,0.69,False,False,Out-of-network,314,False,Hospital_59,2.47,South,1,0.99953103
P03860,Provider_3860,City_60,OH,40.8673,-82.4571,Pediatrics,ENT,Primary Care,34,150,38,2.65,0.64,False,True,Out-of-network,80,True,Hospital_60,3.98,East,1,0.99988866
P03861,Provider_3861,City_61,CA,36.7783,-119.4179,Pediatrics,Orthopedics,Primary Care,35,150,57,1.77,0.45,True,True,Out-of-network,62,True,Hospital_61,2.46,West,1,0.99945515
P03862,Provider_3862,City_62,OH,40.4673,-82.8571,Pediatrics,Gastroenterology,Primary Care,19,150,7,1.13,0.19,False,False,Out-of-network,251,False,Hospital_62,4.66,South,1,0.9998615
P03863,Provider_3863,City_63,FL,28.0944,-81.6603,Gastroenterology,Neurology,Specialty Care,14,420,54,3.61,0.79,True,False,In-network,111,True,Hospital_63,4.25,West,1,0.99988925
P03864,Provider_3864,City_64,MI,44.4648,-85.4524,Neurology,Neurology,Specialty Care,32,450,30,3.27,1.0,True,True,Out-of-network,77,False,Hospital_64,4.32,West,1,0.9991406
P03865,Provider_3865,City_65,GA,32.3656,-82.7001,Psychiatry,Orthopedics,Specialty Care,22,250,57,1.49,0.85,False,False,Out-of-network,143,False,Hospital_65,4.21,North,1,0.99988866
P03866,Provider_3866,City_66,OH,40.6673,-82.6571,Ophthalmology,Psychiatry,Specialty Care,21,180,9,2.85,0.68,False,False,Out-of-network,221,True,Hospital_66,3.72,South,1,0.99988866
P03867,Provider_3867,City_67,MA,42.7072,-71.0824,General Practice,Cardiology,Primary Care,14,100,38,3.61,0.92,True,False,In-network,216,False,Hospital_67,1.04,South,1,0.9995641
P03868,Provider_3868,City_68,NC,36.1096,-78.6693,Gastroenterology,Gastroenterology,Specialty Care,35,420,13,3.37,0.86,False,False,In-network,148,False,Hospital_68,4.12,North,1,0.99988925
P03869,Provider_3869,City_69,AZ,34.4489,-110.6937,Dermatology,Neurology,Specialty Care,34,200,14,1.48,0.14,True,True,Out-of-network,424,True,Hospital_69,3.39,North,1,0.999851
P03870,Provider_3870,City_70,CA,37.2283,-118.9679,Ophthalmology,Dermatology,Specialty Care,1,180,51,4.23,0.73,True,True,In-network,201,True,Hospital_70,4.4,North,1,0.99988925
P03871,Provider_3871,City_71,TX,31.9686,-99.9018,Neurology,Gastroenterology,Specialty Care,23,450,36,4.96,0.02,False,False,In-network,212,False,Hospital_71,2.39,West,0,0.002289136
P03872,Provider_3872,City_72,NV,38.8526,-116.3694,Neurology,Dermatology,Specialty Care,4,450,16,2.94,0.38,True,True,Out-of-network,217,True,Hospital_72,2.0,North,0,0.002277519
P03873,Provider_3873,City_73,CO,39.6501,-105.6821,Dermatology,Neurology,Specialty Care,10,200,38,1.83,0.29,False,True,Out-of-network,442,False,Hospital_73,3.53,East,1,0.999851
P03874,Provider_3874,City_74,PA,41.3533,-77.0445,Cardiology,Neurology,Specialty Care,20,500,36,1.03,0.92,True,True,Out-of-network,204,False,Hospital_74,4.25,North,1,0.9991364
P03875,Provider_3875,City_75,PA,41.4033,-76.9945,Neurology,Ophthalmology,Specialty Care,37,450,24,4.74,0.5,False,True,Out-of-network,86,True,Hospital_75,2.68,South,0,0.005102507
P03876,Provider_3876,City_76,TX,32.2186,-99.6518,Gastroenterology,Pediatrics,Specialty Care,7,420,33,4.01,0.24,True,True,In-network,229,False,Hospital_76,2.97,East,1,0.9997867
P03877,Provider_3877,City_77,FL,28.2944,-81.4603,Dermatology,Neurology,Specialty Care,14,200,22,4.18,0.62,False,True,In-network,167,True,Hospital_77,2.09,East,1,0.9995641
P03878,Provider_3878,City_78,IL,40.9831,-89.0485,Ophthalmology,Cardiology,Specialty Care,40,180,12,1.33,0.69,True,False,In-network,341,True,Hospital_78,4.29,West,1,0.9998802
P03879,Provider_3879,City_79,TX,32.3686,-99.5018,Dermatology,Neurology,Specialty Care,40,200,24,3.66,0.29,False,True,Out-of-network,354,False,Hospital_79,4.67,North,1,0.9998517
P03880,Provider_3880,City_80,GA,32.6156,-82.4501,Psychiatry,Psychiatry,Specialty Care,31,250,56,2.72,0.03,False,False,In-network,118,True,Hospital_80,4.86,North,1,0.9998615
P03881,Provider_3881,City_81,PA,41.2033,-77.1945,Cardiology,Endocrinology,Specialty Care,12,500,27,2.72,0.37,True,True,In-network,272,True,Hospital_81,4.08,East,1,0.9989285
P03882,Provider_3882,City_82,CO,39.6001,-105.7321,ENT,Ophthalmology,Specialty Care,12,220,14,2.17,0.8,False,False,Out-of-network,73,False,Hospital_82,3.11,East,1,0.99988866
P03883,Provider_3883,City_83,MI,44.4148,-85.5024,Pediatrics,Endocrinology,Primary Care,40,150,49,3.31,0.86,False,True,In-network,110,True,Hospital_83,2.8,North,1,0.9997713
P03884,Provider_3884,City_84,TX,32.1186,-99.7518,Urology,Ophthalmology,Specialty Care,31,380,18,2.63,0.37,True,False,In-network,126,False,Hospital_84,1.85,West,1,0.99945515
P03885,Provider_3885,City_85,NY,43.4994,-74.0179,General Practice,ENT,Primary Care,7,100,20,1.92,0.21,False,False,Out-of-network,281,False,Hospital_85,3.01,North,1,0.99986184
P03886,Provider_3886,City_86,TX,32.2186,-99.6518,Gastroenterology,Psychiatry,Specialty Care,28,420,7,1.82,0.78,True,True,Out-of-network,455,True,Hospital_86,3.34,South,1,0.9998802
P03887,Provider_3887,City_87,WA,48.0511,-120.4401,Psychiatry,Pediatrics,Specialty Care,37,250,23,2.48,0.12,True,True,In-network,486,True,Hospital_87,1.95,East,1,0.9994137
P03888,Provider_3888,City_88,CO,39.9001,-105.4321,Ophthalmology,Urology,Specialty Care,33,180,33,3.16,0.68,False,False,Out-of-network,225,True,Hospital_88,4.4,South,1,0.99988925
P03889,Provider_3889,City_89,CA,37.1783,-119.0179,Urology,General Practice,Specialty Care,21,380,45,1.47,0.6,True,True,In-network,344,True,Hospital_89,2.46,West,1,0.99952865
P03890,Provider_3890,City_90,MA,42.8572,-70.9324,Neurology,Neurology,Specialty Care,2,450,5,3.51,0.43,False,False,Out-of-network,285,False,Hospital_90,2.1,East,0,0.0021275654
P03891,Provider_3891,City_91,NV,38.8026,-116.4194,Pediatrics,Neurology,Primary Care,19,150,25,2.86,0.43,False,False,Out-of-network,113,False,Hospital_91,4.02,West,1,0.9998615
P03892,Provider_3892,City_92,WA,47.8011,-120.6901,Orthopedics,Gastroenterology,Surgical,22,400,16,4.97,0.95,False,False,Out-of-network,326,False,Hospital_92,1.38,West,1,0.99953103
P03893,Provider_3893,City_93,NC,35.8596,-78.9193,Orthopedics,General Practice,Surgical,8,400,32,2.74,0.88,True,False,In-network,94,True,Hospital_93,2.03,North,1,0.99956197
P03894,Provider_3894,City_94,PA,41.3533,-77.0445,Neurology,Psychiatry,Specialty Care,22,450,32,3.99,0.46,False,False,Out-of-network,151,True,Hospital_94,2.12,East,0,0.002289136
P03895,Provider_3895,City_95,GA,32.3656,-82.7001,General Practice,Dermatology,Primary Care,40,100,19,4.21,0.9,True,True,In-network,128,True,Hospital_95,1.13,North,1,0.9995641
